ID,Name,Phone,Payment,Points,Free_Drinks
590,David Molina,7155978686,Gift Card,0,0
591,Elizabeth Sharp,5778406384,Gift Card,0,0
592,Matthew Schwartz,4523412839,Card,0,0
593,Bryan Parker,5019377381,Gift Card,0,0
594,Jonathan Jacobson,4702497673,Card,0,0
595,Emily Wilson,3025615522,Cash,0,0
596,Elizabeth Mendez,6405976688,Gift Card,0,0
597,Casey Hernandez,8628504899,Cash,0,0
598,Lisa Perry,3305152000,Gift Card,0,0
599,Kaitlin Medina,2148649767,Cash,0,0
600,Colleen Wright,5688705987,Card,0,0
601,Shelley Miller,7472171842,Cash,0,0
602,Michael Miller,8716306947,Card,0,0
603,Amy Kelley,9536694151,Card,0,0
604,Laura Hernandez,6093042073,Card,0,0
605,Joseph Wilson,7736097384,Cash,0,0
606,Kevin Davis,4487784956,Gift Card,0,0
607,Rhonda Chavez,4854312313,Cash,0,0
608,Joyce Brown,2193682498,Gift Card,0,0
609,Robert Cummings,6364059901,Card,0,0
610,Robert Reese,8205334760,Card,0,0
611,Amber Cooper,7114489380,Cash,0,0
612,Zachary Michael,3898008022,Gift Card,0,0
613,Timothy Johnson,5503399926,Cash,0,0
614,Randy Cannon,2202885351,Cash,0,0
615,Maria Fisher,6694936620,Cash,0,0
616,Janet Kane DVM,7834468522,Cash,0,0
617,Michael Stanley,8919186751,Cash,0,0
618,Martha Bailey,3838607522,Gift Card,0,0
619,Joshua Rice,2373265249,Card,0,0
620,Courtney Smith,3575364095,Gift Card,0,0
621,Edwin Nunez,2085571576,Gift Card,0,0
622,Kim Morrow,3738737402,Gift Card,0,0
623,Gregory Hill,3726508476,Card,0,0
624,Molly Rodriguez,7757206109,Cash,0,0
625,Jennifer Miranda,8212486060,Card,0,0
626,Alexis Harris,6762985843,Card,0,0
627,Andrew Harper,3066047564,Gift Card,0,0
628,Amber Yang,3715211585,Card,0,0
629,David Robinson,6654878191,Cash,0,0
630,Amy Gordon,3196762425,Cash,0,0
631,Robert Dennis,8484906034,Cash,0,0
632,Kyle Chambers,2137366438,Cash,0,0
633,Eric Thomas,8676708898,Gift Card,0,0
634,Connie Turner,7183218299,Card,0,0
635,Travis Hobbs,3094502188,Gift Card,0,0
636,Lori Simmons,8495192893,Card,0,0
637,William David DDS,8063683682,Cash,0,0
638,Emma Butler,5652993027,Card,0,0
639,James Webster,4812484813,Card,0,0
640,Samuel Turner,7634723398,Gift Card,0,0
641,Renee Melendez,2719588657,Card,0,0
642,Tracy Grant,9133404687,Card,0,0
643,David Harris,5135465789,Gift Card,0,0
644,Tammy Boone,2486583915,Cash,0,0
645,Nathaniel Lee,9496182977,Card,0,0
646,Michael Morrison,5766865556,Gift Card,0,0
647,Chelsea Gill,9786885502,Card,0,0
648,Kristin Mendoza,7019388665,Cash,0,0
649,Felicia Krueger,2232616593,Gift Card,0,0
650,Timothy Hayden,6693816260,Cash,0,0
651,Zachary Mendoza,9784452467,Cash,0,0
652,Larry Harris,4479669675,Card,0,0
653,Kristen Rowe,9768363257,Card,0,0
654,Joseph Howard,8485348432,Cash,0,0
655,Jose Crawford,3526946011,Card,0,0
656,William Harrison,4315842678,Cash,0,0
657,Suzanne Wood,7079154758,Cash,0,0
658,Justin Walker,2244097595,Card,0,0
659,Dean Donovan,9509784418,Card,0,0
660,Jennifer Hernandez,2533556621,Card,0,0
661,James Whitaker,3372574069,Cash,0,0
662,Mr. Michael Scott PhD,3075215513,Gift Card,0,0
663,Maria Henry,5814011370,Card,0,0
664,Robert Jackson,8468972755,Card,0,0
665,Katherine Stark,5474472207,Cash,0,0
666,Maria Brown,4458843949,Cash,0,0
667,Ryan Landry,2927679653,Card,0,0
668,Pamela Gutierrez,3789857081,Cash,0,0
669,Crystal Mann,5954406193,Cash,0,0
670,Jonathan Brooks,2203155011,Cash,0,0
671,Mary Jensen,4455856629,Card,0,0
672,Mr. Aaron Arnold,7156251020,Card,0,0
673,Joseph Hill,9665053428,Cash,0,0
674,Alicia Li,2376266367,Card,0,0
675,Renee Browning,3423476971,Gift Card,0,0
676,Brent Hernandez,7228797323,Card,0,0
677,Joseph Ochoa,6896773316,Card,0,0
678,James Watson,4378245787,Card,0,0
679,Karl Branch,3099249920,Card,0,0
680,Michael Abbott,2303645458,Gift Card,0,0
681,Shannon Malone,8087205082,Gift Card,0,0
682,James Tran,7477538132,Cash,0,0
683,Adam Jackson,4127659341,Gift Card,0,0
684,Mr. Richard Knight PhD,3557615488,Gift Card,0,0
685,Joseph Williams,9692136552,Cash,0,0
686,Sean Clay,7867957195,Card,0,0
687,Anthony Jones,8428718822,Cash,0,0
688,Stephanie Elliott,3996604780,Card,0,0
689,Timothy Edwards,6484126447,Card,0,0
690,Laurie Goodwin,3615307332,Gift Card,0,0
691,Jennifer Jones,5016553142,Gift Card,0,0
692,David Davenport,9172061875,Gift Card,0,0
693,Steven Rivera,4463306437,Gift Card,0,0
694,Brenda Hinton,4764598400,Card,0,0
695,Kathryn Mccann,3163348050,Card,0,0
696,Jeffrey Roberson,9837901822,Cash,0,0
697,Randy Friedman,9974685201,Card,0,0
698,Raymond Johnson,7336882268,Card,0,0
699,Willie Henry,6142764449,Card,0,0
700,Todd Reynolds,2446969497,Card,0,0
701,Mary Miller,8702324681,Cash,0,0
702,Rebecca Marquez,6644719078,Card,0,0
703,Christian Dawson,7259009676,Gift Card,0,0
704,Nancy Stewart,3956438632,Card,0,0
705,Aaron Parker,8363348334,Card,0,0
706,Derrick Anderson,4772773915,Card,0,0
707,Jerry Peters,7038139060,Card,0,0
708,Alexander Gomez,9688244884,Gift Card,0,0
709,Kyle Nguyen,2743681363,Card,0,0
710,Edgar Hughes,5196437664,Cash,0,0
711,Steven Stein,6064678259,Cash,0,0
712,Laura Jackson,8246444064,Card,0,0
713,Charles Turner,6494302080,Card,0,0
714,Arthur Hamilton MD,4406629485,Card,0,0
715,Mr. David Wright,2725504714,Card,0,0
716,Linda Gonzalez,6216676497,Gift Card,0,0
717,Eric Rush,3523352079,Cash,0,0
718,Manuel Brock,2074382038,Card,0,0
719,George Ochoa,3089789826,Gift Card,0,0
720,Valerie Taylor,9523347986,Card,0,0
721,Travis Harris,2582993049,Gift Card,0,0
722,Vincent Novak,9933768543,Gift Card,0,0
723,Michael Henry,9965197608,Cash,0,0
724,Dana Bennett,3682559435,Cash,0,0
725,Jenna Wilson,5093736288,Card,0,0
726,Leslie Gardner,2112475260,Card,0,0
727,Krista Benton,9837015288,Gift Card,0,0
728,Michael Gonzales,3582739958,Cash,0,0
729,Michael Fuentes,6203848108,Cash,0,0
730,Jennifer Porter,7722521337,Card,0,0
731,Dana Hopkins,3872512695,Cash,0,0
732,Rachel Jones,9619782116,Card,0,0
733,Karen Morales DDS,9015725344,Gift Card,0,0
734,Melissa Stephens,9585451314,Card,0,0
735,Heather Woodard,3869784147,Card,0,0
736,Margaret Miller,2329339749,Card,0,0
737,Mary Kelly,4798864859,Card,0,0
738,Amanda Terrell,9699891464,Gift Card,0,0
739,Jennifer Goodwin,7889073418,Card,0,0
740,Jessica Smith,7018567033,Card,0,0
741,Jorge Stone,7996693818,Gift Card,0,0
742,Laura Griffin,5397829451,Gift Card,0,0
743,Raymond Chapman,6208452015,Cash,0,0
744,Haley Johnson,4539722291,Cash,0,0
745,Jason Nixon,9072571386,Cash,0,0
746,Todd Thomas,4253409445,Gift Card,0,0
747,Jesse Clark,6565589544,Gift Card,0,0
748,Mr. Jeffrey Horton,4289594212,Card,0,0
749,Eric Patrick,7605369123,Gift Card,0,0
750,Samuel Wong,6822682485,Cash,0,0
751,Carly Riggs,5735458664,Gift Card,0,0
752,Christopher Moore,4095231899,Card,0,0
753,Tina Hall,8302476815,Card,0,0
754,Cody Davidson,6712634508,Cash,0,0
755,Allen Mendez,5053887765,Card,0,0
756,Kevin Price,2389928109,Card,0,0
757,Christine Goodwin,9166508619,Card,0,0
758,Amy Garcia,9076072808,Card,0,0
759,Chelsea Nguyen,7867475628,Gift Card,0,0
760,Dennis Huffman,7535705140,Cash,0,0
761,Margaret Harper,4964594728,Gift Card,0,0
762,Laurie Bailey,3256902095,Card,0,0
763,Lisa Cervantes,3114971346,Cash,0,0
764,Elizabeth Mendez,3295528587,Gift Card,0,0
765,Cesar Wilson,3717773873,Card,0,0
766,Clayton Steele,5225416499,Card,0,0
767,Jennifer Taylor,6004154182,Card,0,0
768,Cody Reid,4018552211,Gift Card,0,0
769,Maria Cooke,6854626554,Cash,0,0
770,Katherine Taylor,5824268703,Cash,0,0
771,Jerry Brown,7946886610,Cash,0,0
772,Adam Taylor,4886402963,Card,0,0
773,Tracey Wagner,5334862052,Card,0,0
774,Michael Perry PhD,2764975983,Card,0,0
775,Bradley Johnson DDS,4484015346,Cash,0,0
776,Donald Medina,5725328015,Cash,0,0
777,Jim Newton,4313114055,Card,0,0
778,Krista Wilson,4066261221,Gift Card,0,0
779,Reginald Morrow,9867814317,Cash,0,0
780,Rodney Williams,6843045762,Card,0,0
781,Kimberly Fritz,2783695331,Cash,0,0
782,Ronald Potter,7223481980,Cash,0,0
783,Zachary Cole,6759434453,Gift Card,0,0
784,Robert Gonzales,9814378855,Gift Card,0,0
785,Patricia Young PhD,3453261944,Gift Card,0,0
786,Heather Page,6956398747,Cash,0,0
787,Carol Taylor,3697182918,Gift Card,0,0
788,Daniel Brown,2508762442,Cash,0,0
789,Douglas Ryan,4947345361,Gift Card,0,0
790,Michael Roberts,7102005385,Cash,0,0
791,Scott Duke,7973899192,Gift Card,0,0
792,Anna Estes,6017968260,Gift Card,0,0
793,Tamara Riddle,4185789412,Gift Card,0,0
794,Beth Cline,2768899353,Gift Card,0,0
795,Michael Poole,6418481889,Cash,0,0
796,Megan Burns,7287171533,Gift Card,0,0
797,Debra Perry,6344309562,Gift Card,0,0
798,Mark Beard,7839682262,Gift Card,0,0
799,Jose Ramirez,8418247767,Gift Card,0,0
800,Jackie Clements,4038264285,Gift Card,0,0
801,Aaron Schroeder,8584598446,Cash,0,0
802,Monica Ellis,9365744731,Card,0,0
803,Heather Brown,8498305857,Cash,0,0
804,Claudia Jordan,5968963410,Card,0,0
805,Derrick Clayton,6423051274,Cash,0,0
806,Kenneth Knight,8197784702,Cash,0,0
807,Mr. Michael Williams,8645127967,Cash,0,0
808,Richard Stevens,4746242921,Cash,0,0
809,Scott Alexander,2903364396,Gift Card,0,0
810,Tyler Harris,4827438414,Gift Card,0,0
811,Bonnie Santos,3723186195,Card,0,0
812,Timothy Hill,8892688647,Gift Card,0,0
813,Danielle Watson,2305621732,Gift Card,0,0
814,Carol Sanders,6826593937,Gift Card,0,0
815,Michael Young,6983407185,Card,0,0
816,Michele Smith,6238606110,Card,0,0
817,Casey Perez,3847853523,Card,0,0
818,Alexandra Dominguez,2679778243,Card,0,0
819,Virginia Henderson,4124437195,Card,0,0
820,Benjamin Reyes,5588971623,Card,0,0
821,Ashley Edwards,6748903951,Gift Card,0,0
822,Breanna Ayala,6837945125,Gift Card,0,0
823,Brandi Haney,8273487408,Cash,0,0
824,Joseph Smith,2116225931,Card,0,0
825,Jessica Bowen,5236029941,Cash,0,0
826,Brittany Jenkins,8439028806,Card,0,0
827,Shannon Miller,7334618768,Cash,0,0
828,Paul Lawrence,7712004327,Gift Card,0,0
829,Victor Edwards,8056042281,Card,0,0
830,Donald Miller,8399432297,Gift Card,0,0
831,Lindsay Lawson,2842964616,Card,0,0
832,Melissa Abbott,6809276719,Cash,0,0
833,Elizabeth Holmes,7446486129,Card,0,0
834,Nicole Phillips,3918103262,Cash,0,0
835,Steven Blevins,4078654635,Cash,0,0
836,Brian Porter MD,6367781486,Gift Card,0,0
837,Vanessa Hatfield,7803511518,Card,0,0
838,Bonnie Valencia,8785659087,Card,0,0
839,Holly Vega,4559143196,Card,0,0
840,Tiffany Townsend,8293286197,Card,0,0
841,Austin Baker,9926543146,Card,0,0
842,Antonio Mccormick,3432945969,Gift Card,0,0
843,Lori Mason,9074388231,Card,0,0
844,Michael Miller,9769064694,Card,0,0
845,Lisa Ramirez,8484546386,Cash,0,0
846,Jorge Harris,4062878596,Cash,0,0
847,Kimberly Myers,8837659068,Gift Card,0,0
848,Sandra Becker,2279173227,Gift Card,0,0
849,Michael Blair,6686242161,Gift Card,0,0
850,Amy Miller,2249294946,Card,0,0
851,Jesse Lynch,3779105894,Gift Card,0,0
852,Patrick Yang,3583262314,Gift Card,0,0
853,Michael Miles,5125102730,Card,0,0
854,Troy Mills,8034357376,Card,0,0
855,Michelle Jackson,6972682131,Gift Card,0,0
856,Richard Adams,2826396308,Cash,0,0
857,Patricia Johnson,8778672914,Gift Card,0,0
858,Denise Brown,9045406626,Card,0,0
859,Laura Jones,8519069048,Cash,0,0
860,Ian Porter,9954641669,Gift Card,0,0
861,Holly Scott,7478353737,Cash,0,0
862,Kenneth Sharp,6853361260,Gift Card,0,0
863,Jordan Williams,4105259849,Cash,0,0
864,Dana Ruiz,3549565102,Card,0,0
865,Chris Velazquez,6369162893,Cash,0,0
866,Kristen Sloan,7755428788,Gift Card,0,0
867,Jennifer Morris,5869319059,Gift Card,0,0
868,Nathan Nelson,3013212670,Gift Card,0,0
869,Jake Shaw,3746865340,Cash,0,0
870,Cassie Brock,5604485845,Gift Card,0,0
871,Dr. Andrea Marshall,2165113876,Cash,0,0
872,Ryan Murphy,4463901298,Cash,0,0
873,Aimee Gonzalez,7447292265,Card,0,0
874,Elizabeth Dean,3876111262,Cash,0,0
875,Kevin Snyder,2818975159,Cash,0,0
876,Christie Mccullough,4396158446,Card,0,0
877,Danielle Smith,5249543335,Cash,0,0
878,David Reed,4978634597,Gift Card,0,0
879,Sherry Tapia,3123011574,Gift Card,0,0
880,Matthew Sweeney,7636935574,Cash,0,0
881,Ashley Moreno,7965973862,Card,0,0
882,Johnathan Brown,6892988902,Cash,0,0
883,Michelle Davis DVM,8916285040,Card,0,0
884,Kelly Haynes,4547009653,Gift Card,0,0
885,William Miller,3944082211,Card,0,0
886,Casey Wilkins,3259725924,Card,0,0
887,Keith Graham,2883891124,Cash,0,0
888,Cynthia Green,9832605188,Gift Card,0,0
889,Robert Haynes,5525078785,Cash,0,0
890,Emily Nelson,8374125028,Gift Card,0,0
891,Dale Chan,7384429457,Cash,0,0
892,Brittney Martin,6097257276,Card,0,0
893,Jason Herrera,3009917585,Gift Card,0,0
894,Christine Parker,6659323012,Gift Card,0,0
895,Bryan Moore,8906164821,Card,0,0
896,Samantha Terry,6068975666,Card,0,0
897,Russell Murphy,5006953074,Card,0,0
898,David Kelly,6853118884,Card,0,0
899,Megan Green,8958907545,Card,0,0
900,Amanda Sullivan MD,9105467665,Card,0,0
901,Danielle Murray,7079298891,Card,0,0
902,Brenda Smith,3514174956,Cash,0,0
903,Vickie Anderson,7109891955,Gift Card,0,0
904,Jacqueline Mccoy,8896585372,Gift Card,0,0
905,Lauren Green,9513979091,Card,0,0
906,Alison Brown,6996933293,Cash,0,0
907,Jill Anderson,6215887294,Card,0,0
908,Sandra Rivera,2913422447,Gift Card,0,0
909,Joel Jackson,7284683038,Card,0,0
910,Samantha Foster,5232558402,Cash,0,0
911,Michael Thompson,6614909012,Card,0,0
912,Cody Ramirez,6967236987,Cash,0,0
913,Amanda Harvey,8012639280,Card,0,0
914,Edward Jenkins,5548597253,Card,0,0
915,Amy Ramirez,6232173308,Gift Card,0,0
916,Curtis Wilkerson,9374385631,Gift Card,0,0
917,Lydia Pham,6797641480,Cash,0,0
918,Virginia Casey,5286564138,Gift Card,0,0
919,Joshua Washington,5075754162,Gift Card,0,0
920,Kathryn Price,6782315270,Gift Card,0,0
921,Francis Robinson,9048824845,Cash,0,0
922,Paula Brown,3422719204,Card,0,0
923,Kendra Wang DVM,2075812206,Card,0,0
924,Ariel Sandoval,7127904512,Card,0,0
925,Robert Stark,6382222828,Gift Card,0,0
926,Zachary Robinson,3247183314,Card,0,0
927,Rebecca Kelly,7527215633,Cash,0,0
928,Sarah Thompson,4153181572,Cash,0,0
929,Renee Wolfe,7517656081,Gift Card,0,0
930,Alyssa Haynes,7766227446,Card,0,0
931,Kristy Hart,9566694990,Gift Card,0,0
932,William Keith,3336511759,Cash,0,0
933,Eric Henry Jr.,7889707599,Cash,0,0
934,Daniel Fox,9232962616,Card,0,0
935,Thomas Harris,8888959447,Card,0,0
936,Mitchell Sellers,7095597510,Cash,0,0
937,Erica Johnson,6417511279,Cash,0,0
938,Sylvia Schroeder,8664198212,Cash,0,0
939,Shannon Yu,4563727518,Card,0,0
940,Tom Foster,4822643162,Gift Card,0,0
941,Eric Taylor,9485227105,Card,0,0
942,Travis Conner,5467848395,Card,0,0
943,Marie Thompson,2043017827,Card,0,0
944,Melissa Mcfarland,2416571309,Cash,0,0
945,Courtney Chapman,2765096952,Card,0,0
946,Eric Barker,5234853383,Gift Card,0,0
947,Nicholas Rush,3527647616,Card,0,0
948,Jenna Gamble,8197888659,Cash,0,0
949,Amanda Guzman,8536779760,Card,0,0
950,Tracy Walker,9052833314,Gift Card,0,0
951,Taylor Taylor,3016984664,Card,0,0
952,Cynthia Haas,9069698670,Cash,0,0
953,Stephen Davis,4614251681,Cash,0,0
954,Margaret Tanner,7149773024,Card,0,0
955,Derek Wright,8737486818,Card,0,0
956,David Rodriguez,7036206978,Card,0,0
957,James Oconnor,9666976117,Cash,0,0
958,Stacey Snyder,9875137495,Card,0,0
959,Joshua Garcia,3909661908,Gift Card,0,0
960,Sean Curtis,6607192048,Card,0,0
961,Carla Jones,5809909482,Cash,0,0
962,Elizabeth Flores,3637462507,Card,0,0
963,Angela Jackson,3985803473,Cash,0,0
964,Nicholas Payne,3707887585,Cash,0,0
965,Anna Wheeler,3977382571,Cash,0,0
966,Karen Johnson,3759329530,Gift Card,0,0
967,Carmen Preston,6756679583,Card,0,0
968,Brian Harris,4774042403,Card,0,0
969,Michael Bowen,7684682865,Card,0,0
970,Deborah Campbell,3165956545,Card,0,0
971,Anthony Armstrong,9166662519,Cash,0,0
972,Brittany Ward,3073009335,Cash,0,0
973,Edward Stanley,8697586528,Cash,0,0
974,Christina Johnson,9954841334,Gift Card,0,0
975,Edgar Miller,3383041523,Gift Card,0,0
976,Elizabeth Sanders,3837565954,Cash,0,0
977,Matthew Davis MD,3849619804,Card,0,0
978,Stephen Wood,7038681908,Gift Card,0,0
979,Dennis Marshall,3657442657,Card,0,0
980,Derrick Brown,7182547356,Gift Card,0,0
981,Mary Miller,6909257977,Gift Card,0,0
982,Joshua Arellano,8118376955,Gift Card,0,0
983,Kristen Randall,5027509192,Gift Card,0,0
984,Jennifer Nichols,5816791244,Card,0,0
985,Karen Keith,2345035762,Cash,0,0
986,Blake Orr,9855769620,Cash,0,0
987,Kathryn Lester,2386303356,Card,0,0
988,Megan Oliver,9817402876,Card,0,0
989,Peter Thompson,8824131680,Cash,0,0
990,Dr. Rhonda Martinez,9673297206,Gift Card,0,0
991,William Graham,3675789960,Gift Card,0,0
992,Lori Flowers MD,5484545557,Card,0,0
993,Suzanne Jones,3513134855,Gift Card,0,0
994,James Nguyen,9323539050,Gift Card,0,0
995,Jimmy Marks,4594354753,Card,0,0
996,Lisa Mills,6938789388,Cash,0,0
997,Jason Hernandez,9217737325,Card,0,0
998,Olivia Ayers,7876399231,Gift Card,0,0
999,Kristine Garcia,9948639937,Card,0,0
1000,Joseph Cooper,2067601027,Gift Card,0,0
1001,James Washington,7942683122,Gift Card,0,0
1002,Amanda Hill,8775906673,Cash,0,0
1003,Lee Steele,4273539053,Cash,0,0
1004,Steve Rivera,7334845147,Cash,0,0
1005,Patrick Mccall,6847503512,Cash,0,0
1006,Alicia Roth,2859672509,Card,0,0
1007,Douglas Vasquez,3293328381,Gift Card,0,0
1008,Annette Melton,7732257348,Gift Card,0,0
1009,William Ramos,2115824293,Cash,0,0
1010,Debra Butler,9126324919,Gift Card,0,0
1011,Chelsea Lewis,6969824608,Card,0,0
1012,Natalie Malone,9259565084,Card,0,0
1013,Samantha Robertson,4279207202,Card,0,0
1014,Eric Hunter,3272635353,Gift Card,0,0
1015,Samuel Suarez,9636505747,Card,0,0
1016,Corey Whitaker,9002564080,Gift Card,0,0
1017,Danielle Bryant,6944826846,Cash,0,0
1018,Michele Hill,2826944295,Gift Card,0,0
1019,Kathy Reid,7829992113,Card,0,0
1020,Andre Watson,4315424161,Gift Card,0,0
1021,Cassandra Harrell,7136962925,Gift Card,0,0
1022,Hannah Martin,4294822990,Card,0,0
1023,Nicole Barker,3635564291,Card,0,0
1024,James Martin,7746936259,Cash,0,0
1025,Traci Vincent,7952884475,Card,0,0
1026,Megan Adams,7782776887,Cash,0,0
1027,Alejandro Deleon,5119272744,Card,0,0
1028,Alexa Buck,2964496156,Gift Card,0,0
1029,Lindsay Smith,7924899795,Gift Card,0,0
1030,Robert Torres,4259918997,Cash,0,0
1031,Maria Coleman,7298222710,Cash,0,0
1032,Gregory King,4734159146,Card,0,0
1033,Michael Holloway,6023381800,Card,0,0
1034,Brian Hunt,7453822151,Gift Card,0,0
1035,Sarah Brooks,5709493581,Card,0,0
1036,Lisa Evans,9132423719,Gift Card,0,0
1037,Arthur Mcneil,9238459748,Cash,0,0
1038,Shannon Green,8738211302,Card,0,0
1039,Stephanie Evans,6608575917,Gift Card,0,0
1040,Ralph Yoder,3139911363,Card,0,0
1041,Rebekah Greene,9689971235,Card,0,0
1042,Melanie Griffith,9808993749,Gift Card,0,0
1043,Yolanda Green,2812793532,Cash,0,0
1044,James Johnson,2093882618,Cash,0,0
1045,Laura Lee,3376054107,Gift Card,0,0
1046,Courtney Nichols,5519229674,Cash,0,0
1047,Susan Powers,2479929799,Cash,0,0
1048,Sarah Pittman,8196271282,Card,0,0
1049,Catherine Davis,7255795240,Gift Card,0,0
1050,David Stokes,2828656958,Card,0,0
1051,Catherine Frazier,5148821955,Cash,0,0
1052,Brandon Kelly,6477709388,Gift Card,0,0
1053,Elizabeth French,2778571648,Cash,0,0
1054,David Carter,8306886015,Card,0,0
1055,Julie Delacruz,6674983278,Card,0,0
1056,Terry Jones,6769482279,Gift Card,0,0
1057,Kathryn Dillon,4627508385,Cash,0,0
1058,Edwin Brown,5594357187,Card,0,0
1059,Brenda Gonzalez,9118874413,Cash,0,0
1060,Keith Knox,5572021805,Card,0,0
1061,Eugene Baldwin,6502167586,Card,0,0
1062,Katherine Welch,9745855056,Gift Card,0,0
1063,Mark Smith,3862993844,Cash,0,0
1064,Philip Jackson,4906251312,Gift Card,0,0
1065,Katherine Gallagher,8742038861,Gift Card,0,0
1066,Lucas Schultz,5615601395,Cash,0,0
1067,Vincent Reyes,3819761497,Cash,0,0
1068,Curtis Watson,4474425734,Card,0,0
1069,Frank Whitaker,5888561800,Gift Card,0,0
1070,Michael Sims,9812489402,Cash,0,0
1071,Michael Cooper,9045745162,Cash,0,0
1072,James Chapman,5155853812,Cash,0,0
1073,Rodney Evans,7095004987,Gift Card,0,0
1074,Nicholas Carlson,5716215327,Card,0,0
1075,Stephen Cowan,3733006208,Card,0,0
1076,Steven Howard,4418064960,Gift Card,0,0
1077,Travis Hull,8795254297,Cash,0,0
1078,Darryl Acosta,9383621896,Cash,0,0
1079,Nicholas Lawrence,6864629180,Card,0,0
1080,Jacob Santos,9437324642,Gift Card,0,0
1081,Shawn Scott,8798344781,Gift Card,0,0
1082,Amber Vang,7974892369,Gift Card,0,0
1083,Martha Smith,3988662763,Gift Card,0,0
1084,Jennifer James,2855939459,Card,0,0
1085,Kara Hernandez,3259398138,Card,0,0
1086,Lorraine Turner,7143041833,Card,0,0
1087,Mary Nelson,2852645906,Card,0,0
1088,Breanna Rivas,7563902996,Cash,0,0
1089,Nathan Wilson,7693328149,Card,0,0
1090,Brian Gonzalez,6872168485,Card,0,0
1091,Dennis Mills,8579287725,Gift Card,0,0
1092,Michael Phillips,4708763053,Gift Card,0,0
1093,Jon Clark,6766057352,Card,0,0
1094,Erin Smith,7007538696,Cash,0,0
1095,Susan Conley,5106322201,Gift Card,0,0
1096,Brittany Davis,7545479490,Cash,0,0
1097,Misty Garcia,3612001198,Card,0,0
1098,David Hinton,3356399391,Cash,0,0
1099,John Garcia,2018597216,Card,0,0
1100,Andrew Roberts,7507597309,Gift Card,0,0
1101,Emily Rodgers,6189836049,Cash,0,0
1102,Peter Williams,2144808767,Cash,0,0
1103,Mary Jackson,8276185394,Cash,0,0
1104,Jeffrey Howell,7799047607,Card,0,0
1105,Anna Briggs,6466166835,Cash,0,0
1106,James Rivers,3285821904,Cash,0,0
1107,James Jefferson,4553213784,Gift Card,0,0
1108,Mariah Robles,2562783050,Gift Card,0,0
1109,Michael Brown,3852146217,Cash,0,0
1110,Caitlin Perry,4802263022,Gift Card,0,0
1111,Rebekah Gregory,8655086951,Gift Card,0,0
1112,James Howard,7583053185,Cash,0,0
1113,Michael Roberson,6272303470,Gift Card,0,0
1114,Bianca Knapp,5015672685,Gift Card,0,0
1115,Jason Williams,3329967180,Card,0,0
1116,Ernest Bush,9708306627,Card,0,0
1117,Patricia Ray,9882301207,Gift Card,0,0
1118,Vanessa Santiago,8735808387,Cash,0,0
1119,Joseph Haynes,6192614977,Card,0,0
1120,Matthew Wright,7108007569,Gift Card,0,0
1121,Michael Cruz,8972996937,Gift Card,0,0
1122,Kristin Huerta,2408615565,Card,0,0
1123,Mason Moore,9174409473,Gift Card,0,0
1124,Sarah Booth,8022885268,Gift Card,0,0
1125,John Allen,8723151243,Gift Card,0,0
1126,Amber Walker,5804011066,Cash,0,0
1127,Jennifer Young,3598877325,Cash,0,0
1128,Robert West,3506388211,Cash,0,0
1129,Jillian Wilson,4266239685,Cash,0,0
1130,Matthew Garcia MD,7175867046,Gift Card,0,0
1131,April Davis,5436111010,Gift Card,0,0
1132,Lisa Torres,6356631823,Gift Card,0,0
1133,Christine Powers,2537902928,Gift Card,0,0
1134,Heidi Brown,5075063256,Card,0,0
1135,Jesse Castro,8152459403,Cash,0,0
1136,Kara Sandoval,2753954418,Gift Card,0,0
1137,Ashley Malone,9949584145,Cash,0,0
1138,Glenn Gallegos,5668129415,Cash,0,0
1139,Dorothy Boyd,7087109559,Cash,0,0
1140,Amber Martin,2074196507,Card,0,0
1141,Mitchell Griffith,6823852201,Card,0,0
1142,Levi Lopez,8282959272,Cash,0,0
1143,Jenna Bryant,6704522106,Cash,0,0
1144,Michelle Rodriguez,3919135800,Card,0,0
1145,Timothy Monroe,5457231669,Gift Card,0,0
1146,Patricia Hayes,2887277036,Cash,0,0
1147,Tina Taylor,7782272670,Cash,0,0
1148,Mr. Anthony Mcconnell PhD,7558807052,Gift Card,0,0
1149,Mr. Thomas Thompson,5757746953,Card,0,0
1150,Monica Anderson,4908836144,Card,0,0
1151,Kyle Andrade,6478886456,Gift Card,0,0
1152,Janice Petty,5058404328,Cash,0,0
1153,Pamela Hill,6796841750,Gift Card,0,0
1154,Tracy Chavez,5686753573,Gift Card,0,0
1155,Jason Graves,6066775233,Gift Card,0,0
1156,Elizabeth Miles,3797227546,Gift Card,0,0
1157,Michelle Walls,4054218634,Card,0,0
1158,Christina Weber,5933747371,Card,0,0
1159,Gregory Chambers,6359666838,Cash,0,0
1160,Miss Tina Gordon,4872496504,Cash,0,0
1161,Erica Wilson,9926638264,Gift Card,0,0
1162,John Duncan,4533997287,Cash,0,0
1163,Jennifer Adkins,5825503525,Gift Card,0,0
1164,Donna Boone,3799829921,Cash,0,0
1165,Kelly Johnson,3177928393,Card,0,0
1166,Michael Gonzalez,3728784851,Cash,0,0
1167,Candace Mitchell,5147309863,Cash,0,0
1168,Ryan Vaughn,4227871607,Cash,0,0
1169,Paul Johnson,6868878639,Cash,0,0
1170,Ashley Parrish,6993711562,Gift Card,0,0
1171,Sharon Newton,7077846813,Gift Card,0,0
1172,Cynthia Mueller,6433014683,Gift Card,0,0
